itemid,hasbird
842cee7b-0232-4840-9d8d,0.965
8431baf3-66ff-4cb1-8ca8,0.997
84365a66-d007-4078-9089,0.730
84389259-58aa-488a-b9f7,0.253
843a80ce-5097-4d15-a7f0,0.222
843b14f0-9ec8-44ea-bb1c,0.319
843c4893-6145-4645-ba80,0.835
8444f5ab-01a1-4d36-96b3,0.449
84483e73-adfb-4d66-bbbf,0.263
844e226e-49af-4c17-aefc,0.186
844fd9fd-79da-4d82-b6e2,0.841
84599586-5fd6-4395-a328,0.986
8469034f-178a-4b39-9275,0.282
84927aaa-61cd-4f72-b10c,0.999
84a3fdea-cc4e-4957-80b1,0.442
84bd6f2c-5c8a-416b-af45,0.357
84c05bf8-93a1-4977-a3eb,0.382
84c6a42b-0cd7-4cb7-a113,0.998
84ce92af-1a1b-48cc-9be8,0.423
84dd0da4-a2d2-4426-ba6e,0.878
84e4c022-6b85-4db0-99d7,0.310
84e8d17d-b362-4c48-b89c,0.932
84e9e2b2-7ce9-47fa-9842,0.366
84f42e4d-f1a0-447f-80fa,0.325
84fa6028-51b1-458f-9b58,0.785
84fec3e9-5df6-4deb-a982,0.292
85005026-8a75-4c58-b4d8,0.226
8504b8f9-7f87-490e-b184,0.339
8506412f-860a-46c3-8955,0.300
85149d0f-30de-48a7-81ff,0.839
85179f75-562a-47a0-9970,0.994
85191b21-5303-4b21-8ead,0.989
85205cc7-4ebf-40aa-91d1,0.173
8528b791-af43-48d8-8614,0.381
852a8240-bdd9-4cd2-93b5,0.325
853968ab-7a73-4edf-b13f,0.337
85425534-f4c8-4dda-b7f3,0.306
85477c04-c171-40d7-91c2,0.231
85497aa2-9de5-49b3-b944,0.999
854b0a44-3d78-48a2-ac85,0.257
855024b2-3f77-47aa-b4db,0.336
8553781d-bed3-46f7-9db7,0.217
855634d5-9b77-4b5b-8e62,0.768
8564e428-7324-475a-8a85,0.483
85677c1e-3d39-4c8e-9ae3,0.282
856b7f4f-5f5c-47e0-b1f0,0.415
858bf2a3-efa0-40c6-bb8e,0.609
858fb245-b13e-4d90-a1b2,0.750
8593219b-c2eb-4691-a553,0.773
85933b27-1759-48ba-836e,0.086
8596b8e3-1600-4742-a22c,0.308
85a1adb6-6fc7-4ecf-869c,0.350
85b30f14-320e-46e4-b485,0.329
85b95570-9df0-4e9b-a2a5,0.533
85e148de-4f7a-4c8d-b5bd,0.333
85ff78f3-02c0-46c0-9c5c,0.396
860461a3-1c27-4a36-9a88,0.446
860a5eff-3229-4369-b384,0.422
86116cd2-24b4-4951-8a63,0.269
86169d22-4351-4953-9d39,0.441
8626c445-f383-4d37-b967,0.279
862acda4-afc9-49a6-9eb7,0.789
862ded2a-6109-4bb7-bb77,0.285
86335190-ae3b-448c-b4d5,0.277
8644c966-2838-47ee-b103,0.283
864e87c8-f54c-4807-adb2,0.306
8654dcfb-dd70-49e1-98c6,0.978
8660d137-f45b-4e0d-8c80,0.315
86688ad6-d798-416f-881f,0.949
866b7d96-8076-41c9-b54e,0.729
867538ef-386d-40e9-8b9d,0.991
867e2bc9-26e3-429b-a749,0.887
869201bf-aa95-4a01-95e0,0.264
86a3cd37-76ef-4dc0-b145,0.349
86a88bd9-82f1-49aa-8d97,0.938
86a96543-ca5e-42ab-abc8,0.283
86b38f28-17c5-4622-8094,0.300
86b4f245-578d-4b4d-a941,0.990
86b8e3fa-aea8-4917-b40d,0.269
86bf71cd-808a-4c96-b5ba,0.169
86c5534f-d646-4de2-abb2,0.316
86ce2cc0-6afe-41f0-80ee,0.341
86d888db-1cd7-4e72-bcd7,0.325
86d9f3e1-af6e-4d7c-b92d,0.999
86de6570-352c-4b0e-abc6,1.000
86e018e5-8000-4d60-b3ca,0.333
86e0fd2a-9155-40f6-8165,0.075
86e85ec5-e374-48d1-a0e1,0.898
86f5f288-10a0-4216-92ec,0.349
86fc7f6f-9a28-46b3-a6ac,0.131
87039dbc-2d49-4091-a08e,0.055
8706462d-93e4-47a6-ae0f,0.277
870ab1ce-8529-4336-afb4,0.993
870e71ea-be61-4916-aec0,0.165
87145d77-0296-4924-bd5e,0.990
87214562-2cd4-418d-aded,1.000
8728b549-e77b-4bf3-b411,0.361
872bfb8e-bb4b-4a66-a05a,0.340
872e7b76-67e7-4f8e-9e4f,0.364
872f954e-c27f-4f69-807d,0.459
873124c6-df34-42dc-b81b,0.323
8736ca62-b84a-4fd1-b9cc,0.362
873edb97-4e77-4f2e-967e,0.384
8753facb-8c5a-45f7-8689,0.965
87542773-4750-410c-861d,0.329
87670f94-62ef-4c69-98a1,0.696
8767d5b0-372c-4dbc-8ea0,0.112
876ebb53-5497-421b-ba09,0.321
8776c20f-798a-4e25-989f,0.449
877e5b7e-95c7-4023-b162,0.280
878408e7-1ebc-4f31-a67a,0.300
878f4512-3805-48bd-bf46,0.276
878f86cd-5972-4fb6-abc8,0.498
87902175-1207-44fe-a07c,0.298
879679c4-2575-4f74-a12a,0.506
87a157cd-03cb-4635-ab65,0.216
87a8f238-0f50-48d2-825a,0.368
87a93345-1dfd-4e8c-bf3b,0.083
87addb5c-2870-43e6-89b4,0.288
87b575fe-a1bc-45c9-b7d9,0.592
87bb8cf8-ee77-455f-bf15,0.332
87bced41-294f-42ee-b1b6,0.409
87c71fdb-6cdb-46b6-a0cd,1.000
87d996e0-4427-4573-a6ff,0.923
87e873c7-8f61-4586-a1ce,0.984
87ef6979-999b-442f-8dc7,0.386
87efba3e-5c98-4d3f-ba4d,0.390
87f369e0-50d9-446b-8d67,0.098
87fdd9b1-0df8-47c8-aed7,0.229
8807a226-fb40-4241-964e,0.448
880b939a-62a8-4de5-81d6,0.981
8811a2f6-0f8c-4066-a5b3,0.306
882b3b93-9c86-4108-9dff,0.940
8830794d-9593-4af8-bc71,0.465
88308136-d2f5-4760-a90e,0.238
88367996-5628-49ed-9768,0.401
884e25c7-0b81-4f82-a6a3,0.568
884f4e39-363f-4878-b382,0.415
8862cf04-17cf-4e34-bd06,0.371
886537e0-8a42-4691-956a,0.996
8868384f-94de-4394-a7bd,0.669
886f225d-28e3-4500-aca7,0.304
88715597-9df4-43bd-9da3,0.419
8874789d-e5d0-4141-8aa2,0.650
887f410f-a18b-4580-bebd,0.331
8881f4a7-4beb-4888-894d,0.829
8887351b-cce9-474c-94f4,0.272
88875f09-859c-40ca-b17b,0.266
88887e20-fb9f-40f7-ada1,0.529
888d11fe-fb60-4041-b943,0.877
888d837b-e400-417d-85f2,0.659
889a90d3-6297-4ac1-82c4,0.390
88b1c489-bd64-45c8-adcf,0.183
88b2db92-0454-4225-bf58,0.361
88bb998d-ae10-4741-a0bd,0.075
88c3eb15-9cde-43d2-8c11,0.420
88c97aef-20c2-4cdf-97b1,0.199
88ddb22a-e1b7-4d41-a22e,0.257
88e2b967-6d7e-4351-af40,0.994
88ea434e-7959-4987-bc95,0.205
88ef225b-ac17-4edf-a882,0.329
88f5c8c9-5227-4f6b-9e4b,0.992
8911ce4a-db57-4313-9b47,0.295
891705df-7ba0-4acb-85b4,0.235
89235ebe-9582-4a7d-ba2b,0.979
89342386-4134-464e-ab5a,0.275
8936f224-be7b-4c1f-9f6a,0.359
89394cff-d021-4463-ac8d,0.215
894b8151-5d7b-45b2-b3ca,0.237
89503088-5a80-477e-895f,0.373
8953d1fa-cd90-4ecb-a4ee,0.281
895e4cf6-0d71-47c6-ad55,0.329
8972c5d4-a8ad-4470-a863,0.422
897f1af1-4609-4a04-bac3,0.935
899131e6-368d-42d1-b9cc,1.000
89936614-f4c1-42d4-a505,0.409
8995fd97-a78c-4e20-9f36,0.978
89ad94cc-dd43-4307-b6cb,0.302
89b9b6aa-df19-4a3b-8aa0,0.992
89b9f654-613c-4a71-8702,0.294
89c19ce5-3a93-4640-b528,0.279
89c2871c-80c2-4b0f-a583,0.408
89de74ad-cf6b-4dd0-89f2,0.165
89e817f2-65fa-419e-8178,0.241
8a004370-9c46-4220-93cb,0.978
8a0491fd-967f-492e-a62b,0.998
8a05496d-495d-41de-8a06,0.999
8a14279f-e3d9-472f-8090,0.323
8a152b91-59f8-4473-a0e6,0.350
8a1f5e22-e87c-4798-a06c,0.999
8a21627e-11ad-4d97-a717,0.501
8a26cc3a-7c0c-4ed3-9a1a,0.231
8a29733a-f220-4dc3-bae6,0.078
8a2a890a-77ba-4a56-be30,0.389
8a2bcc14-2721-4fdc-a15f,0.949
8a350488-6ea7-495c-b957,0.311
8a37a2b5-c278-4f4f-9be5,0.510
8a38ef46-3611-44aa-98bf,0.949
8a512165-8e4f-44eb-b336,0.417
8a5809e3-82f5-45ff-9742,0.323
8a5a56e6-0d71-483e-bdd8,0.317
8a5dba9c-81ed-4385-9ffd,0.236
8a5df9cb-dd9d-4737-8578,0.435
8a5fe73f-9677-43d1-b6cb,0.190
8a67649f-2105-4361-86c3,0.365
8a686d7f-6b5f-4bb0-a6e7,0.998
8a688343-f0dd-4325-88be,0.348
8a70605f-6ca8-4816-ab4a,0.030
8a7246f2-3b30-4c68-b420,0.143
8a758546-9675-4686-a0e8,0.314
8a8554f2-22a1-4bee-9441,0.343
8a8dbf97-89bb-4a14-9f47,0.575
8a9bd6eb-aa4a-4ea6-886d,0.984
8a9d8c36-99ec-477e-85af,0.949
8aa9acb5-ccc5-4b30-a58b,0.264
8aabb390-910d-44cb-ae92,0.315
8ab4407f-7146-4d36-ac1f,0.998
8abc9629-1f83-497e-9dd0,0.997
8ac67040-d0d0-4ef1-b8da,0.891
8aca791e-bdeb-4506-8fc1,0.283
8adc19b0-0e0b-4c81-9e06,0.295
8ae304c8-a9ad-4acb-8d60,0.344
8ae777ab-df5a-4a4a-becc,0.354
8aed6d92-775d-469c-a982,0.297
8af02409-e62d-4075-b225,0.378
8afc27e6-dfe8-41cb-abcd,0.344
8b0db745-464e-41db-9929,0.238
8b18fd87-ed3d-4c52-bc72,0.896
8b1d1481-fb8b-4a33-955c,0.996
8b225ef2-48bc-40a7-a963,0.187
8b276dfc-9af4-43b9-87d1,0.996
8b2fa763-ac2d-4ebc-8137,0.439
8b37f7bc-58d7-40dc-a7e9,0.124
8b40b4c4-52a4-4936-9639,0.321
8b42861b-4661-4080-b26e,0.997
8b5d7831-40b5-481b-a4d7,0.323
8b672b3d-c508-4814-bdfd,0.246
8b6a7cb0-900e-4332-a88c,0.685
8b816827-7cd6-414d-b17a,0.998
8b834d1e-2c0a-4a19-8430,0.308
8b897f03-53f4-49ce-a543,0.348
8b935571-c0f3-49bf-acf3,0.030
8b97ef99-9084-4369-bb1b,0.277
8babe820-54ed-4aa0-bf4d,0.062
8baf226b-93bc-43a6-afdc,0.746
8bb26f52-088b-46d4-ac54,0.068
8bb45045-fffa-4979-b14a,0.122
8bb470bf-5174-40d0-a608,0.335
8bb98367-9236-413c-9ab4,0.117
8bbb9f19-a6d2-44a1-9483,0.221
8bbba809-5b3e-42d9-95d0,0.336
8bbe3cf6-f1fc-4d78-aed4,0.210
8bc71b76-a0d4-494d-a057,0.315
8bcec92d-a074-4fea-a7e7,0.169
8bd0d83a-b80d-446d-9a24,0.291
8bf1b4a0-e9f2-441f-9de4,0.250
8bf2c604-0928-41bf-a4bb,0.283
8bf79fbb-344f-46e1-ab8c,0.297
8bfc6913-acba-48df-a5c6,0.268
8bff8d65-890c-4361-a9e8,0.340
8c0e4288-73e6-4da7-b0b2,0.009
8c13100c-943d-473e-9651,0.301
8c1dd46e-0406-411f-9d03,0.233
8c24961d-7a88-4b23-a202,0.998
8c28f20f-31b2-43af-ae12,0.766
8c331e96-3c2e-45ab-a059,0.898
8c635a57-a3de-4432-8ee9,0.462
8c6361ae-f11f-4aab-846a,0.268
8c671ff2-3f3e-42f5-90d4,0.035
8c6a6dc4-e122-457c-967f,0.250
8c6e0dc5-e2dc-4c56-acaa,0.063
8c6f451d-9c42-4044-aaa7,0.398
8c7032e0-a193-459b-bd95,0.390
8c7100c2-ff34-47a7-a79d,0.341
8c71cd99-010d-4be2-b977,0.577
8c7c5706-bac2-4cb0-a939,0.249
8c82b066-cdd8-4b5c-9e69,0.238
8c836e01-e3d5-4a15-bdc5,0.220
8c9697ea-befb-4976-87c6,0.118
8c984d33-4c82-4e85-aee8,0.505
8c986e37-b68c-412a-8a83,0.346
8c9a66fb-e664-4a1c-933e,0.703
8ca408e9-ea4c-4e7d-b0c1,0.479
8cad2a71-bc33-45d5-a4d1,0.191
8cb21c05-9c08-490c-869e,0.282
8cc126c1-198e-48c2-97de,0.992
8cc67818-f912-44d8-b381,0.213
8cd0a969-8ca3-4207-9f31,0.870
8ce9d4a8-9eba-4e1b-a8f3,0.358
8ced9854-9091-499d-af65,0.698
8cf25b64-1eb0-4b38-bf8b,0.394
8cf297d4-4706-4c5e-9c9a,0.280
8cf35a9d-7e15-4552-bd30,0.260
8cf88baf-2bef-4d0b-aeb6,0.381
8cfdde85-f783-4b0a-ab7e,0.992
8d0581e0-7c78-4098-9244,0.390
8d099465-9220-41fc-9ef0,0.674
8d248eae-ebd1-4464-a82e,0.377
8d326d17-39fc-4fba-a73b,0.029
8d369621-cefd-4a23-9107,0.987
8d3a731c-4a72-4af9-bcc7,0.424
8d511f84-3001-4825-b1f4,0.212
8d54b487-9661-40ab-8ba5,0.998
8d5b3d53-a4e3-458f-a698,0.634
8d5c2db6-94eb-4e3c-9eb3,0.303
8d66a897-22dc-46c5-ae2b,0.966
8d8d7649-2310-451a-8237,0.133
8d90d066-0e47-4578-9eea,0.460
8d9233fd-7386-4e39-858a,0.334
8da23f64-a985-4d7a-8938,0.106
8da91e9a-f537-4d60-a37f,0.953
8dabce60-6cc3-4b4f-b4f6,0.313
8dac3b45-0614-4d71-af72,0.145
8db28c20-027f-40af-8803,0.142
8db6a9ca-7146-44af-aab2,0.018
8dc34de6-7402-43a4-8033,0.323
8dde0b7f-7512-4cd8-9e07,0.405
8de23528-cf5f-4470-854b,0.993
8de4b9ed-b074-41df-8f79,0.470
8deffb9e-1f4f-4e67-a581,0.948
8df0f82a-ef78-4481-9793,0.268
8df1b83a-90b3-49c5-9e0f,0.999
8df1dba8-3ed0-4853-9570,0.351
8df30502-b915-44c8-a372,0.327
8df8e60a-0615-4c51-ba68,0.397
8e03710c-db27-4282-806d,0.255
8e0abddb-f967-458e-9c69,0.291
8e1308f4-7bc6-4781-85bf,0.296
8e1d8af6-435d-4e31-8b22,0.341
8e22e70e-5f8a-4429-8069,0.309
8e29cbf0-3492-4ccd-9f76,0.241
8e3eede6-9839-47ee-9f73,0.242
8e439398-ecc0-4913-b8a4,0.351
8e4c47c7-14e0-4f0c-a346,0.344
8e4fea2e-2bd0-4792-a623,1.000
8e51f5fe-c2e6-4a28-86d3,0.211
8e638289-c6a8-4349-a832,0.844
8e8d597a-a989-42cf-9fc6,0.999
8e962246-ec4e-480a-923e,0.205
8e971810-b94b-4c16-9c12,0.997
8e99ec8c-0fc8-4778-9398,0.244
8eacd120-4f61-4cff-967d,0.276
8ec6c9bc-d7da-4e53-bc3b,0.480
8ec9b841-a5f5-46d6-86dc,0.217
8ecbd6e5-2a26-417d-91b7,0.343
8eeaec6e-478f-4d8d-8cae,0.257
8ef56f09-444d-4429-8701,0.230
8ef71e90-47b1-4e2d-ae55,1.000
8f0ebcc6-1b67-4f92-98c1,0.312
8f122b68-01f8-446e-af37,0.892
8f14e64e-b9bf-4c42-b724,0.343
8f15839c-c4e2-4561-b6d6,1.000
8f31eff4-a93b-4fbe-8c32,1.000
8f3288f4-c177-4754-b30f,0.238
8f3a32c1-d347-4a3f-b4a1,0.322
8f3af2f0-0fbf-4cf6-abba,0.879
8f3d5061-7114-4b51-bdef,0.310
8f3fc7c2-2b03-40f7-a9ee,0.294
8f40f313-6b94-4700-b6b9,0.439
8f44addf-1816-42b9-81d3,0.977
8f4e9928-743d-4709-8a74,0.250
8f4f96bd-2952-4f43-8244,0.242
8f57b3b1-a3f1-49f2-9c7c,0.448
8f5f989b-0e9f-4348-8681,0.988
8f5fbfa1-7599-46ad-96cb,0.354
8f65d68a-b343-489f-a63e,0.074
8f84976a-b26d-4e86-b622,0.230
8f86450c-ad0f-4815-acf9,0.281
8f8b5d50-5c39-49b6-8b03,0.654
8f91ce59-c756-4cc3-be0f,0.999
8f93fea0-a57e-4989-ae9f,0.368
8f981431-b6e1-43eb-8aa8,0.919
8f9e9ecf-bd70-4e1c-9dae,0.402
8fa281fe-221c-4334-86d0,0.852
8fa588f4-4856-46a6-9361,0.113
8fa59c48-0edc-4609-a237,0.999
8fa64fb8-e272-44cb-bfbb,0.379
8fa8aa2e-ea32-4a67-8728,0.251
8fadfe1b-d05d-43f0-9e6b,0.115
8fb544b5-5937-45fe-8b35,0.986
8fb818cf-2d2f-4ac4-aaf2,0.802
8fbab065-d8f9-4973-80f6,0.419
8fbdbf1a-e805-47cf-9f6b,0.342
8fc6670e-474d-4544-bbc9,0.315
8fca014f-f473-4d99-aba8,0.224
8fd1217b-f80c-4803-ad40,0.302
8fd8cc41-e6b2-4fcd-9a04,0.328
8fda623b-0933-46d3-97a8,0.302
8fe9e5ec-ba13-4e86-83f7,0.336
8fea3421-696a-4603-b1e5,0.319
8ff2bf15-e8a6-49d4-85ac,0.999
9002e605-f49e-4b32-ba08,0.987
900a5496-d68b-476c-a313,1.000
900d8497-421d-4270-a0d6,0.996
900e21b5-e193-4e81-9b5c,0.558
900e4269-6e12-456c-97b1,0.273
901d24ad-4b7e-4624-964a,0.401
90245739-f037-4173-be4d,0.115
9026556d-1e35-40fc-9819,0.341
90273f9e-0a33-4afe-9c31,0.195
9027ee38-5da6-49c3-bd72,0.354
90280fb2-8c66-470c-9934,0.330
90282182-d38d-4eba-9646,0.194
903a1564-01d3-4105-8707,0.350
9041d7d6-02bb-4cbb-af7d,0.325
9050037d-897c-49bb-b611,0.206
90599360-f36c-41d8-ae1f,0.342
905b3566-b415-44ea-bfe4,0.943
9068c32d-c67a-4ea9-bbbe,0.324
9078b199-dd27-4c53-af17,0.325
907a006f-6859-4f01-9f7a,0.265
907fed5d-b16d-4735-950c,0.033
90814832-41fe-44f1-b5bd,0.988
9083e68b-3697-4c09-bb5a,1.000
90864ca6-7bb8-4a17-a312,0.203
909c74f8-ec51-4e65-9b39,0.513
90ae6c95-9ef6-4bc2-9c31,0.284
90b22d0f-03fd-491e-b8cd,0.276
90b84979-b8a1-4282-b60b,0.328
90b8917a-4674-4b58-8cf6,0.999
90b8ee2a-95d1-4cb7-8084,0.328
90bee95f-be81-4eb2-bd0b,0.316
90c2b78c-938f-4233-bfe6,0.449
90c7965e-7605-40ef-8138,0.365
90cac3ca-8761-421f-a86a,0.174
90cb6567-7366-44d4-86bb,0.993
90d28c05-2c9b-4ccc-a864,0.293
90de3952-f6ba-4dc0-991c,0.121
90e4d87f-9dcd-4819-939a,0.137
90f52b42-ab1d-469b-81fe,0.270
90f6dcf6-d678-46ed-a708,0.289
90f7808a-0769-4bf8-a0d3,0.425
9104dfe0-f92c-4f18-ac39,0.293
9108a664-0afa-42d5-8bd2,0.230
910d5899-8b45-420d-b216,0.442
9119777b-a581-4c00-850e,0.359
911bcfe1-2506-43c8-9d9a,0.224
912024a6-22b5-4111-9bf6,0.510
91296517-5e68-4352-9444,0.410
912de1cc-ee09-4035-ba76,0.992
91381489-9d01-4770-8725,0.402
913eee8e-4187-4037-88a8,0.999
91453057-9cfe-4118-a9d1,0.368
914765a0-8f1e-435c-8242,1.000
914ef6ed-ffac-40f6-bbc4,0.981
915b5008-ec46-4699-96ce,0.414
915dd6e9-d149-4609-a55c,0.320
915f7015-7cd9-45b4-b150,0.323
91642dda-0767-4de0-97fa,0.436
916cda28-3785-4327-99d9,0.224
917b4e11-2669-4667-9c24,0.178
917e3d0e-141e-4d30-8d64,0.339
9181e700-cc3e-4be0-851f,0.767
9187c155-a26e-42b0-97b5,0.398
918b28d9-59a3-4ca0-9963,0.062
918ecf86-63f5-481c-bfb8,0.277
919562f1-2fca-453a-bfdf,0.281
9198aa14-1682-495e-a0ad,0.510
919904b4-1e6b-4ffd-8d8c,0.177
91a7aba5-f4b1-4a73-91cf,0.990
91aa05be-db3d-4b7f-9bdb,0.301
91b2faae-37c4-437f-af14,0.661
91ba2494-9985-4df8-9fc4,0.307
91baf458-30be-4d39-aeae,0.465
91bc8b75-a004-4178-af8f,0.318
91c0b290-9731-401d-93ae,0.278
91d7e2da-c3b8-47cd-ab26,0.297
91ea2534-693b-4b88-9b36,0.999
91f1573d-6502-4ebe-a721,0.350
91f1ac04-1b0a-42c3-b3bf,0.541
91f47af1-e8e8-4c7f-9aad,0.990
91fd35e2-ca1a-4f88-afb1,0.264
91fd6690-570b-4e64-9e5a,0.230
9200dc95-ecbc-4b2c-a59c,0.292
920df0f4-a5a9-49d8-b734,0.317
92239b67-7d26-4389-a1f8,0.207
923041b9-83ea-48fe-8b50,0.342
9247cced-a59a-4a81-86be,0.089
925b200d-fb48-4145-9b7e,0.249
9261bb36-d019-4e2b-bdbb,0.279
9278c5bc-4a72-4e74-9f9d,0.252
927af057-353d-4906-bfe9,0.973
9287e9a5-90ab-4f45-97db,0.362
928a435c-c7da-4da8-99f9,0.453
928df1aa-162c-41a5-a5d1,0.787
92952271-d696-4813-8310,0.295
929f3b24-c406-4334-adc5,0.202
92a301c4-0f14-41de-b4d4,0.288
92be915d-6307-42ed-93dd,1.000
92c7f3b0-e0c6-4b73-a09c,0.231
92c985ca-e9a8-48ca-bd7b,0.122
92ca4218-50b0-4e0a-870f,0.766
92cadec0-a23c-4c71-9195,0.399
92cfc80c-4972-43bc-907a,0.393
92d1c85f-da06-4e22-922c,0.322
92dad36a-5ab2-4060-966e,0.282
92ddfd0f-fea9-492d-b7db,0.999
92ea3744-08f0-47bc-9b0f,0.371
92ee3fed-79fe-419f-8bec,0.547
92fba5a1-0e49-4b5a-863c,0.005
9301713f-46a8-4206-aef9,0.174
9305d978-d0dd-47f5-a96d,0.277
930ba550-7941-4a12-80fa,0.464
9330a188-863a-4d85-827d,0.975
9330a85d-9940-41a0-a185,0.870
9333fee3-1554-4427-9146,0.279
934d61d9-5305-4902-845a,1.000
935c9288-013d-4004-bb98,0.322
93649589-62da-4105-98d3,0.895
936606c2-f3d7-4b3b-9109,0.993
936add78-cb3b-4df3-9407,0.297
93738ae9-cc88-4491-ab1f,0.948
937c295b-a090-485a-880c,0.354
937d32ae-b745-48ed-95bd,0.320
938378fb-3a9d-47c1-bafe,0.233
938c79a5-e1b6-4b74-9f46,0.999
93a0a05f-ddae-4127-9c43,0.937
93a39a7d-fe5a-45aa-bf74,0.331
93a6ee5b-2ff8-4348-b83a,0.010
93aa645d-90cc-4492-a092,0.288
93aaa920-2242-4764-90cf,0.162
93acfefe-fdaf-4094-ab96,0.244
93cae0c7-9a59-4a41-9a02,0.999
93d2255c-0854-4f74-bab9,0.347
93e4932a-8b20-45fd-9abc,0.078
93ea93bb-5265-4752-9cde,0.274
93eaaab0-cbf2-4f15-a778,0.289
93f473e5-6e15-4a03-b5a1,0.286
93fb6717-fcc5-4e05-a17a,0.322
93fd4902-d1e3-4605-9dab,0.990
93fed245-aad5-419c-9764,0.974
94014640-065f-46cf-a77f,0.222
940411d7-2311-4dd4-ba84,0.946
9409e940-7e61-42c4-bc59,0.953
94141665-a9e8-4bc6-a9ed,0.191
9419feae-2478-45d4-ba1d,0.309
941c77eb-855d-4e8e-b877,0.994
941d55e0-1a47-49d5-ae8e,0.986
9422a71d-5822-4b15-8872,0.313
942ffdf4-f9be-4fff-ba0a,0.932
944a9c8c-04d5-4a85-b8f9,0.436
945956e6-6ed0-45a6-8f08,0.282
945c5e02-e375-4ab6-9d9f,0.585
946922e3-aedd-4414-aa1d,0.299
946a7f2a-3188-487e-a391,0.976
946c7e7a-bd66-484e-ad63,0.982
94708cc5-d3d0-493d-92a5,0.967
94752aed-de1f-4369-84f2,0.220
947c4758-83db-4c4a-9d49,0.710
94844f8f-5357-4de4-b6d2,0.522
94865248-b1a3-436b-95ac,0.292
9488fa53-2e34-47cc-82d0,0.262
948ad121-6ef6-4918-8dbb,0.271
94944730-953b-4267-98ce,0.267
94954743-2de6-44d0-9883,0.450
94a3db3b-aee3-4d6b-b3cf,0.798
94a65314-3b5a-42f0-b805,0.451
94ac609e-0693-4411-861a,0.344
94b7d287-83ce-48dc-8237,0.368
94cba5e4-6ead-4298-b2f7,0.307
94cdd49f-86ab-4834-8df9,0.375
94eec42e-2191-40f0-92e3,0.569
94f4ffd0-4eb7-4062-b7ce,1.000
950797b9-1308-42ab-902b,0.996
9511074e-7a56-4cc4-bdee,0.355
951b8df0-ac1d-4167-b9bb,0.259
951d8c1d-ea88-4b2b-9118,0.270
951f5368-05bd-4625-bb72,0.262
95346991-2ac9-4145-a011,0.704
9537c3f9-94b2-41ce-a7ce,0.246
95395175-069c-4084-99b6,0.230
953cfeeb-f201-47c9-8eea,0.986
9548f0c9-0c20-4216-995d,0.336
95552a77-7f2f-404b-92cb,0.613
9556bfa0-5993-4b20-9492,0.616
955d16cf-f501-45b7-8bac,0.991
956864b2-b930-4db8-8897,0.352
9570b373-72ad-40a7-9df0,0.312
95738f3a-d706-415d-b41e,0.079
9585d4f7-92ed-44d9-a869,0.243
9590ef47-3f80-44c7-bda2,0.982
95991ee2-9ec6-4161-8b7a,0.349
959b17e7-4c60-49cc-be50,0.344
95a5a6ae-bffb-4bb4-9c24,0.322
95b05ae0-2a67-4923-a0a2,0.223
95b8172e-d11b-464e-ab06,0.139
95bf90d1-3aa8-43d9-bdac,0.924
95cbbf34-4591-40d6-a654,1.000
95d17c14-af21-482b-806a,0.994
95d42e44-fbd0-47b3-8839,0.505
95dfadac-c82e-4b7d-8e2e,0.863
95e16447-1638-4f41-a828,0.829
95e695cb-dfa2-4081-a99b,0.076
95e8a470-d667-47c8-a9bd,0.932
95f432e6-189f-4595-8874,0.312
95f5fd02-a219-4e96-89e7,0.334
9600fd40-09f1-4684-902f,0.283
9602b3e7-d48d-4f97-8429,0.225
960e3d49-7b54-4ed7-805e,0.340
960ec6c8-03fe-4253-9c36,0.998
961af416-aaf0-41ad-bae9,0.212
963247e4-5957-416d-b514,0.330
9642c34a-ee65-4715-ac13,0.529
96464546-7ecb-4b6d-8b93,0.697
96555904-5509-4833-8ce8,0.992
965b743f-6cd4-41a7-b789,0.267
965f7160-bf1c-4b25-92ad,0.241
965feba0-ea01-42a6-906b,0.325
96609811-3dba-41df-8686,0.967
96663133-afce-44cc-b5ee,0.309
96744e2e-e714-473e-b7c9,0.287
9680a0f6-3d94-4db6-a130,0.261
9686db0c-7a02-4955-a485,0.804
9688563d-ecc1-41b2-9e3a,0.273
968df921-6a8a-48ba-b8ba,0.370
9690295f-2edd-4f7f-8bac,0.748
96951105-cd6f-4677-a474,0.284
969532b5-f774-4b59-8585,0.157
969f7363-2fa6-4700-8ed2,0.293
96abdf4c-f5f5-4145-960c,0.834
96accccf-f492-472f-a877,0.682
96b6bda0-fc50-4632-b4f9,1.000
96c072d6-9342-43a8-9d40,0.441
96c7f8ae-30e1-460e-ae32,0.358
96cbf61c-aca0-4515-9527,0.795
96d5cc84-ce67-42c3-9a74,0.999
96dfd1c9-2576-4971-b51e,0.388
96e04cd8-1acb-45b2-a8e5,0.168
96eb16e2-405f-4146-89e9,0.281
96eb560f-f643-4922-bc46,0.303
96ed9a2c-30ad-4d87-9228,0.122
96f50e94-219e-4386-b016,0.991
96fa63e8-5453-4bb8-9d3c,0.279
97081d9a-4482-4bd1-b4fc,0.316
970d172c-1f7c-4b05-9cf8,0.229
9710fa7b-91c6-4dd4-b08c,0.039
9727e4eb-7d80-4033-9ba3,0.382
9734f8bc-ce93-4a28-9129,0.283
97493e84-a3d0-42cc-b282,0.198
9749c52b-3564-4cf2-aee8,0.061
9756a661-0310-4363-a1d2,0.303
9757f635-15ff-41a0-b761,0.419
